,PGE_valley,SCE
0,51221.14827957153,8436.608268476168
1,57485.20864182532,9391.801611939132
2,63697.886940925906,12446.201162054578
3,67812.43554169708,16315.716344813594
4,56266.0446523219,15894.261165821856
5,60184.22165271857,14135.06719718529
6,64688.86103672141,10474.376788778063
7,57384.430255188374,14558.774321707446
8,49821.62729973221,1933.8799572711068
9,53504.873005330985,4245.213640245746
10,55040.38901430035,995.1734405339248
11,44216.16301976271,1650.9536222895772
12,42691.58090191081,7841.599490121779
13,47876.84579332388,5346.9375668412595
14,40908.56995898647,6194.443941340183
15,40282.281122478686,3914.188300551895
16,41543.40080485657,4824.498068469187
17,38342.01810381679,5669.4524949326205
18,39052.06893706173,4824.762708717191
19,44048.32409520189,2961.013354404568
20,50995.08640767123,7004.7186112386125
21,50173.587654562056,9610.906111258746
22,52055.446728351904,9647.016720292606
23,56995.64728006744,7406.20490983659
24,57082.59652640428,9680.310221530295
25,66993.74215502443,15657.026835863939
26,64990.869013820986,9248.753257704591
27,59405.967418557964,7411.198387636001
28,58324.28156060287,13970.180304220243
29,54669.586690314,3863.675673432055
30,51235.69690013962,7175.014878894265
31,56734.6730717622,611.5338544353665
32,55803.22228585863,4033.408423294428
33,56593.48886365106,8694.032756782235
34,51733.63713315997,913.1395689174778
35,56952.986389340396,5265.272138407723
36,54826.6326480297,10360.154518979816
37,58732.44901468577,7292.621937898095
38,49804.67656324865,6888.246948719632
39,59143.228375028266,5344.523588019294
40,66053.22273809412,7453.502553663649
41,51574.768829460605,3034.8052094528684
42,53560.65578476981,5103.027667899449
43,51825.52092071429,1361.8157806802474
44,50182.37133917463,8604.323253168166
45,50712.303841960886,1461.6767807365254
46,48348.15231761796,2176.5048701481296
47,55850.183162352114,4148.393906539828
48,45710.4044046785,0.0
49,40161.3809005886,6273.353837514963
50,50428.592641350966,8943.457784789318
51,46338.85659804747,4561.950223591935
52,48998.465877130446,4024.4206327829856
53,52667.97956702924,9942.625875103402
54,46208.65362188362,6214.946018079498
55,44752.184231938794,0.0
56,44854.91994594584,2634.5588863896164
57,48315.23880432906,4252.281927178442
58,45390.642165782716,2001.8473684084847
59,40336.55061698897,6796.594514393166
60,38104.6806923821,0.0
61,36820.06367409569,8156.211255733086
62,51750.51635902217,4357.73640419869
63,52924.858363331514,1793.6507609555433
64,51728.06598974025,9353.580813465882
65,68475.49958581076,3066.3722918471212
66,60615.16873179255,670.8519696084568
67,59863.63177107478,5035.848641134358
68,63256.73836719623,5359.571200855878
69,71252.27412526282,1338.1584336604597
70,61353.91420494951,7466.703865534289
71,62723.531732024465,3300.746546570592
72,56814.0314363213,1467.791875570023
73,55449.38299623453,6869.766329388358
74,58964.57184811488,0.0
75,50688.72939299036,492.01662459335057
76,54393.01491607543,980.5548995967943
77,56124.56266132928,7636.787734595763
78,60133.067749282185,722.7774014622873
79,58645.0080042977,1907.0315320531254
80,59731.63438839444,0.0
81,56303.909331984265,0.0
82,53647.40320350301,4562.655174910786
83,48472.54901811507,901.9828663931494
84,50680.1394714456,3232.367787489751
85,55039.51635418445,269.68804534055107
86,39297.61717071191,4012.220294495798
87,46265.08399950792,0.0
88,47699.978017930356,536.5531377304233
89,48682.330269758626,6398.949172750902
90,53146.707880920214,0.0
91,44300.80885915761,3025.8841384552043
92,54795.61893600608,0.0
93,48755.089610937146,0.0
94,56754.01923638437,2528.9793788693887
95,47134.598395437635,5249.142146812256
96,60544.577230559196,3226.685112637085
97,49906.27315131851,3947.7189735465836
98,62770.42681609224,0.0
99,52956.93018529299,0.0
100,55009.86291231548,0.0
101,59344.50016320521,4142.768029362256
102,50156.91169700335,1690.5103222696107
103,56850.671100762724,9228.093330605214
104,48345.26053143093,3410.735007550362
105,55406.671588647085,2425.968693253377
106,55762.169900004956,3060.571855297325
107,45071.05642706413,3883.8790244645925
108,53435.422438756694,6387.9943830835045
109,52225.10741981678,2368.167639383315
110,50146.70364947159,5312.917693308022
111,49472.74013188673,8477.903635866694
112,51439.194894673434,7297.902557643892
113,49141.19417480561,2337.521234073245
114,53481.132953472435,8073.526641675187
115,49383.96819571428,3761.7944112026344
116,43446.09059653703,0.0
117,50220.40456399173,5492.001504601811
118,43297.49135954947,924.6954614348688
119,50312.0736851368,2349.235008114336
120,44422.595707796,4572.970880088453
121,51385.98354033465,4798.042751716759
122,39188.55639837111,4652.49540380227
123,46347.6805520416,5016.348836199473
124,43875.26076963045,1988.5141986924245
125,43469.684179817035,2568.5304314407513
126,43346.94829238609,5123.521252945433
127,42134.464033068376,2506.160519749008
128,39329.59675215173,6463.44727528287
129,42489.09748644759,1773.726216601106
130,42980.78085062862,8356.474005771473
131,44966.89514043916,0.0
132,45714.49509037391,280.297438923777
133,40540.92391259958,3230.9646985818345
134,40454.64080382895,8114.331060806275
135,43726.885499005024,0.0
136,38894.96667766503,738.653093670091
137,52028.67541262708,4880.8696834241055
138,40388.66674771698,1683.5798165556862
139,39283.62937704075,2655.2408758033307
140,40135.24837825299,1850.5665159832115
141,52078.96129166584,472.6056744458874
142,48001.74730628307,2794.4622558272786
143,46482.35373368472,6233.780179033405
144,54270.96563581652,1218.793292041175
145,60286.61280170481,0.0
146,54128.69704243065,5164.800249205928
147,54211.16534165808,1073.475724384698
148,53690.262646296076,0.0
149,50955.53608305071,1400.2107160396426
150,54003.047733303836,0.0
