datetime,SRI,SJI
1903-01-29,10.497998303758813,3.568521575422652
1903-01-30,10.518797097169596,3.5657215618992715
1903-01-31,10.51631623919373,3.5613293323667445
1903-02-01,10.596497788465133,3.5539569733832703
1903-02-02,10.656246837846892,3.540491037334295
1903-02-03,10.823884086968441,3.538422715991423
1903-02-04,10.827097181210323,3.527084407902114
1903-02-05,10.983648159336616,3.5386470568244297
1903-02-06,11.116722797471281,3.5717446259824923
1903-02-07,11.276335236325021,3.617746714722552
1903-02-08,11.337840749839069,3.665865542711783
1903-02-09,11.418601397246743,3.7118702891205966
1903-02-10,11.469052808351982,3.7326432574687196
1903-02-11,11.486770525381996,3.74182369226269
1903-02-12,11.50276730214124,3.7529710565009236
1903-02-13,11.522539508601826,3.7508083304876525
1903-02-14,11.54587990841453,3.7672167223569986
1903-02-15,11.559235205943228,3.7645456683998106
1903-02-16,11.567873646369673,3.7737039346580667
1903-02-17,11.623391260280904,3.7923228068537114
1903-02-18,11.63505702287307,3.7947741489642683
1903-02-19,11.691915251260717,3.7929351016922936
1903-02-20,11.707752532814045,3.798149299102474
1903-02-21,11.725478180370896,3.815813625050318
1903-02-22,11.6958955366451,3.8389025311497784
1903-02-23,11.677736019740259,3.8612648557802896
1903-02-24,11.67713221152406,3.942535820681644
1903-02-25,11.660618879512109,3.951422448558194
1903-02-26,11.633691812149019,3.950366522920924
1903-02-27,11.641066308363804,4.035391974595507
1903-02-28,11.617272822464882,4.017535315986814
1903-03-01,11.595976408657094,4.006279834487327
1903-03-02,11.603301901611147,4.033917360320551
1903-03-03,11.665153664358604,4.107829688589313
1903-03-04,11.670993551822349,4.207102325294161
1903-03-05,11.716602215165377,4.219455744611182
1903-03-06,11.754506240843765,4.227278344131674
1903-03-07,11.78655380903058,4.223378805442886
1903-03-08,11.799104340605268,4.224941620244517
1903-03-09,11.820660842696395,4.226181081318051
1903-03-10,11.854139958938234,4.228611892896749
1903-03-11,11.897178685032134,4.232890973349943
1903-03-12,11.930255973640657,4.245712758584446
1903-03-13,12.009588776622888,4.288112642022396
1903-03-14,12.05625931872087,4.290701606650368
1903-03-15,12.12973329156365,4.296164999756843
1903-03-16,12.141471349216424,4.298812454493352
1903-03-17,12.155483591149324,4.298603354803043
1903-03-18,12.180385695295502,4.299243204804476
1903-03-19,12.203735470254468,4.317204983547612
1903-03-20,12.225211604892518,4.310979745359021
1903-03-21,12.249461411591003,4.287999307224471
1903-03-22,12.260299597596074,4.297379463554969
1903-03-23,12.266489326546225,4.320647360570815
1903-03-24,12.261179214734765,4.316812275291055
1903-03-25,12.247278525297194,4.313695060832446
1903-03-26,12.22216946959977,4.3029664395624225
1903-03-27,12.208369082184838,4.30009570567081
1903-03-28,12.198558263676702,4.294837029527031
1903-03-29,12.1930963750989,4.288713252079385
1903-03-30,12.204807719419222,4.2869768453273736
1903-03-31,12.198715959089256,4.30054501463467
1903-04-01,12.20308615044909,4.300764610901352
1903-04-02,12.207251219326047,4.280078984100092
1903-04-03,12.210563499847442,4.276560190405565
1903-04-04,12.212565298990658,4.270928984834557
1903-04-05,12.209883960703753,4.342669549094928
1903-04-06,12.212663127969819,4.339357753299344
1903-04-07,12.213701515629243,4.332700225407899
1903-04-08,12.213960414173087,4.324253796848425
1903-04-09,12.22433451284969,4.316750777150655
1903-04-10,12.216174074402895,4.309767117186059
1903-04-11,12.21483411116078,4.314678808757732
1903-04-12,12.238599330703927,4.337238609745716
1903-04-13,12.266573245338371,4.345937063933658
1903-04-14,12.260996714994015,4.343653757348381
1903-04-15,12.264724587651564,4.334466035805518
1903-04-16,12.261637988762109,4.330499516341424
1903-04-17,12.253050068519546,4.330711071943579
1903-04-18,12.247804021450904,4.321803676608261
1903-04-19,12.23723490887545,4.3195981721004895
1903-04-20,12.23588705591207,4.3250831539361965
1903-04-21,12.235891683388564,4.355101614766012
1903-04-22,12.23431295547133,4.354372189370681
1903-04-23,12.234095819935025,4.35214309179182
1903-04-24,12.23443375699826,4.349936029701964
1903-04-25,12.234039812077956,4.348852788704386
1903-04-26,12.23401902883387,4.347138565038339
1903-04-27,12.235209372998384,4.344708885128693
1903-04-28,12.236501258501086,4.3557158761931625
1903-04-29,12.23828044242797,4.362339530644768
1903-04-30,12.242418713486337,4.353209617919083
1903-05-01,12.246793863834991,4.353353878306326
1903-05-02,12.248095293370023,4.353301685294376
1903-05-03,12.248351041857937,4.3525635517585535
1903-05-04,12.248328070630034,4.350372359432468
1903-05-05,12.249778785873652,4.3415029720419644
1903-05-06,12.250646112507276,4.336338732038074
1903-05-07,12.250863980485432,4.332532990354805
1903-05-08,12.251076345342078,4.331164786102484
1903-05-09,12.25175889368389,4.328923047843149
1903-05-10,12.253321777971276,4.325200673172423
1903-05-11,12.254140170256086,4.328909466377679
1903-05-12,12.254326340107287,4.32964871953318
1903-05-13,12.254279675044675,4.32837694344142
1903-05-14,12.254279675044675,4.326778184413369
1903-05-15,12.254279675044675,4.3268691761253315
1903-05-16,12.254279675044675,4.325064104935645
1903-05-17,12.254279675044675,4.321263781198688
1903-05-18,12.254279675044675,4.323232934341634
1903-05-19,12.254279675044675,4.320963406495992
1903-05-20,12.254279675044675,4.321143323855057
1903-05-21,12.254279675044675,4.31909262507475
1903-05-22,12.254279675044675,4.316330007018603
1903-05-23,12.254279675044675,4.314884389119752
1903-05-24,12.254279675044675,4.315175087167866
1903-05-25,12.254279675044675,4.314970474121142
1903-05-26,12.254279675044675,4.31612700271028
1903-05-27,12.254279675044675,4.314239829018311
1903-05-28,12.254279675044675,4.318668086484575
1903-05-29,12.254279675044675,4.3198037388994734
1903-05-30,12.254279675044675,4.317310615394633
1903-05-31,12.254279675044675,4.316282009238494
1903-06-01,12.254279675044675,4.315956808195612
1903-06-02,12.254279675044675,4.310721155176887
1903-06-03,12.254279675044675,4.309980863762671
1903-06-04,12.254279675044675,4.308484414521171
1903-06-05,12.254279675044675,4.308370943719867
1903-06-06,12.254279675044675,4.306178387539582
1903-06-07,12.254279675044675,4.302770685582918
1903-06-08,12.254279675044675,4.300740008457229
