3.263460194327086720e+04,3.344820697786765322e+03,4.533512481029445553e+03,0.000000000000000000e+00,8.859254821164945497e+02,2.884585453443266488e+03,2.020705240721590144e+03,4.383343770017183942e+02,8.738064573254429490e+01,3.908098189275562618e+04,5.228957892729148398e+02,4.585910295879517435e+03,1.298831995503229791e+03,2.940608379975895332e+03,2.885947994762874714e+03,3.353611448989341443e+04,3.881831645331481013e+03,3.089660723462407077e+03,9.466332303927159728e+02,1.731139231349437068e+03,8.112966017321007257e+02,6.014858768119824163e+03,1.385117894297207158e+03,8.149990352122806314e+01,1.070405476805675704e+02,1.247521345882643544e+02,4.944693060555253510e+02,1.934618567831429061e+02,2.100776140657164433e+04,6.734387360083996100e+03,1.045054529167100736e+04,5.031977126715740269e+03,8.377061835939166485e+03,7.740029885321259826e+03,2.096553293420521641e+03,3.477154175192864386e+03,3.256288570643971980e+03,3.201378184445441093e+03,3.153011079630924087e+03,1.189135265536776024e+04,1.832897667372758588e+04,1.508147905074988012e+04,1.241836419379522158e+04,3.611698913647568133e+03,1.471609470449602441e+03,1.159100056604792712e+02,7.232044751971382368e+01,2.900343572416683674e+04
3.263460194327086720e+04,3.344820697786765322e+03,4.533512481029445553e+03,0.000000000000000000e+00,8.859254821164945497e+02,2.884585453443266488e+03,2.020705240721590144e+03,4.383343770017183942e+02,8.738064573254429490e+01,3.908098189275562618e+04,5.228957892729148398e+02,4.585910295879517435e+03,1.298831995503229791e+03,2.940608379975895332e+03,2.885947994762874714e+03,3.353611448989341443e+04,3.881831645331481013e+03,3.089660723462407077e+03,9.466332303927159728e+02,1.731139231349437068e+03,8.112966017321007257e+02,6.014858768119824163e+03,1.385117894297207158e+03,8.149990352122806314e+01,1.070405476805675704e+02,1.247521345882643544e+02,4.944693060555253510e+02,1.934618567831429061e+02,2.100776140657164433e+04,6.734387360083996100e+03,1.045054529167100736e+04,5.031977126715740269e+03,8.377061835939166485e+03,7.740029885321259826e+03,2.096553293420521641e+03,3.477154175192864386e+03,3.256288570643971980e+03,3.201378184445441093e+03,3.153011079630924087e+03,1.189135265536776024e+04,1.832897667372758588e+04,1.508147905074988012e+04,1.241836419379522158e+04,3.611698913647568133e+03,1.471609470449602441e+03,1.159100056604792712e+02,7.232044751971382368e+01,2.900343572416683674e+04
3.263460194327086720e+04,3.344820697786765322e+03,4.533512481029445553e+03,0.000000000000000000e+00,8.859254821164945497e+02,2.884585453443266488e+03,2.020705240721590144e+03,4.383343770017183942e+02,8.738064573254429490e+01,3.908098189275562618e+04,5.228957892729148398e+02,4.585910295879517435e+03,1.298831995503229791e+03,2.940608379975895332e+03,2.885947994762874714e+03,3.353611448989341443e+04,3.881831645331481013e+03,3.089660723462407077e+03,9.466332303927159728e+02,1.731139231349437068e+03,8.112966017321007257e+02,6.014858768119824163e+03,1.385117894297207158e+03,8.149990352122806314e+01,1.070405476805675704e+02,1.247521345882643544e+02,4.944693060555253510e+02,1.934618567831429061e+02,2.100776140657164433e+04,6.734387360083996100e+03,1.045054529167100736e+04,5.031977126715740269e+03,8.377061835939166485e+03,7.740029885321259826e+03,2.096553293420521641e+03,3.477154175192864386e+03,3.256288570643971980e+03,3.201378184445441093e+03,3.153011079630924087e+03,1.189135265536776024e+04,1.832897667372758588e+04,1.508147905074988012e+04,1.241836419379522158e+04,3.611698913647568133e+03,1.471609470449602441e+03,1.159100056604792712e+02,7.232044751971382368e+01,2.900343572416683674e+04
3.263460194327086720e+04,3.344820697786765322e+03,4.279516828421526043e+03,0.000000000000000000e+00,8.859254821164945497e+02,2.863650432627512146e+03,2.063324029687014900e+03,4.237169757627258946e+02,7.827566398436317741e+01,3.730050322359824349e+04,4.938907840127839108e+02,4.584921475086922328e+03,1.298084515479511765e+03,2.594580807513165837e+03,2.885947994762874714e+03,3.259502426366652799e+04,3.716363309801930882e+03,3.981727873076722062e+03,1.011209017591202269e+03,1.660430411735943835e+03,7.668623681383498933e+02,5.753385679133344638e+03,1.326075366588104998e+03,8.327233546134674214e+01,1.093684287871681562e+02,1.198660195729334390e+02,4.312478943822571864e+02,1.687263847508536685e+02,2.008994310791662792e+04,6.444866491602111637e+03,9.999761466115762232e+03,4.810677222090565920e+03,8.008649393146031798e+03,7.398167767545385686e+03,2.096553293420521641e+03,3.365783072247681503e+03,3.151177967977164371e+03,3.098223443912159382e+03,3.052783842686828848e+03,1.138526092158476058e+04,1.752091680439373886e+04,1.447251587862747328e+04,1.196695767011140197e+04,3.611262892301053398e+03,1.471609470449602441e+03,1.708633549576786095e+02,7.232044751971382368e+01,2.775934717956187887e+04
3.263460194327086720e+04,3.344820697786765322e+03,3.752545745173449632e+03,0.000000000000000000e+00,8.859254821164945497e+02,3.167563559788768998e+03,1.807844022330998314e+03,4.192116175111151506e+02,4.525311824095995661e+01,3.941626287093447900e+04,4.487718869414693472e+02,4.583931845546295335e+03,1.297767846382321750e+03,2.800629036294225443e+03,2.885947994762874714e+03,3.351230058538720186e+04,3.491241831123216798e+03,2.802037573636109755e+03,9.254652230725093887e+02,1.743843097309763152e+03,7.289924118476226340e+02,5.391891927332521846e+03,1.245747362439973585e+03,6.039641075162457895e+01,7.932358942131175183e+01,1.293515623478593000e+02,5.357965154938999603e+02,2.096311893902430086e+02,2.114288878951106744e+04,6.772686986533311028e+03,1.049275357436846934e+04,5.042282138984338417e+03,8.394217264674292892e+03,7.750840032815653103e+03,2.096553293420541650e+03,3.469481857011436659e+03,3.249045781311712744e+03,3.194270871535675269e+03,3.146108042178039341e+03,1.182683355125739945e+04,1.822584987786698912e+04,1.500380369514313315e+04,1.236101139970489385e+04,3.612570956340632620e+03,1.471609470449602441e+03,6.003307066080599697e+01,7.232044751971382368e+01,2.898266352184892094e+04
3.263460194327086720e+04,3.344820697786765322e+03,3.854859154224099711e+03,0.000000000000000000e+00,8.859254821164945497e+02,2.894797805890719246e+03,2.077139197849703578e+03,4.048289361347052022e+02,4.742744224052559332e+01,3.572175751098643377e+04,4.318523005397262864e+02,4.582941407257507308e+03,1.297769909961561325e+03,2.536250159276482918e+03,2.885947994762874714e+03,3.224839965363169176e+04,3.484266501742992205e+03,2.937625464742951408e+03,1.005762022096182704e+03,1.628208776681115751e+03,7.271955069062223629e+02,5.392481141015381581e+03,1.243258420511030181e+03,5.299366690714778372e+01,6.960095514548893902e+01,1.092455607488270033e+02,4.736411318132811630e+02,1.853128024071470747e+02,1.917207205241061820e+04,6.135726974590331338e+03,9.512123467806422923e+03,4.572194934275443302e+03,7.611632311888463846e+03,7.031993353633734841e+03,2.096553293420521641e+03,3.630941666693996012e+03,3.401521225600610705e+03,3.343871537988452928e+03,3.291329413968842800e+03,1.109619291459100532e+04,1.706027083279039653e+04,1.412503665380373786e+04,1.170754895308312734e+04,3.613661009706884670e+03,1.471609470449602441e+03,5.864769210709508940e+01,7.232044751971382368e+01,2.661161241187613268e+04
3.263460194327086720e+04,3.344820697786765322e+03,3.623979626893617933e+03,0.000000000000000000e+00,8.859254821164945497e+02,2.793027272457330128e+03,1.972148066261793701e+03,4.268525673660654434e+02,1.100751524780107076e+02,3.533103651830829040e+04,4.858338381071920935e+02,4.581950160220678299e+03,1.297218001584825060e+03,2.794952925832960318e+03,2.885947994762874714e+03,3.237805313372104865e+04,3.642385505399394788e+03,3.409496621494245119e+03,9.712320085930467712e+02,1.753692113597052639e+03,7.655053820798140123e+02,5.652347701344857342e+03,1.299678554458963617e+03,8.555201098164896223e+01,1.123625147392278905e+02,1.252264613637541260e+02,4.810294311275544601e+02,1.882034855826330215e+02,1.894325994552191332e+04,6.055209147600324286e+03,9.399394787570505287e+03,4.516154707166644585e+03,7.518338476092178098e+03,6.947015040025387862e+03,2.096553293420521641e+03,3.124114725206275125e+03,2.923282405376506176e+03,2.874496136941029818e+03,2.835126815181881739e+03,1.067828627226821482e+04,1.639547230138333180e+04,1.362315178378754899e+04,1.133048652747374399e+04,3.614097031053399860e+03,1.471609470449602441e+03,1.690161835527307517e+02,7.232044751971382368e+01,2.613873324114342904e+04
3.263460194327086720e+04,3.344820697786765322e+03,3.732276064217084695e+03,0.000000000000000000e+00,8.859254821164945497e+02,2.913460299947089879e+03,1.908305168719761241e+03,4.183648179258756272e+02,1.178211817264633510e+02,3.722960446445053822e+04,5.349812081313025374e+02,4.580958104435770110e+03,1.296644595235682345e+03,2.674275098483290094e+03,2.885947994762874714e+03,3.219459786937691388e+04,3.544703603858337374e+03,2.676974984543556275e+03,9.584058235317953631e+02,1.726256987997479655e+03,7.297573345420455553e+02,5.499615216936544130e+03,1.264823629739026501e+03,1.039529402240501099e+02,1.365299733353593865e+02,1.331656155384150964e+02,4.452063575861320714e+02,1.741876543912336217e+02,1.990204156929064629e+04,6.347164178289774100e+03,9.856888545674721172e+03,4.732843190394511112e+03,7.879073983711718938e+03,7.278953893070214690e+03,2.096553293420521641e+03,3.324603380420125177e+03,3.112326956092755154e+03,3.060089891710272695e+03,3.015712103580778603e+03,1.118763796632328740e+04,1.720592280118241979e+04,1.423493174794562219e+04,1.178973565646132192e+04,3.614751063073171736e+03,1.471609470449602441e+03,1.140628342555313992e+02,7.232044751971382368e+01,2.741584931510550450e+04
3.263460194327086720e+04,3.344820697786765322e+03,3.429524825905845319e+03,0.000000000000000000e+00,8.859254821164945497e+02,2.881511582229331452e+03,2.014661220532623020e+03,4.089993805723050286e+02,9.159339848170273513e+01,3.436722456209147640e+04,5.519007945330456550e+02,4.579965239902779103e+03,1.296045007125653228e+03,2.670674495366496558e+03,2.885947994762874714e+03,3.301220859075680346e+04,3.071500106897771730e+03,2.702390395470400563e+03,9.675103517221100446e+02,1.648216818026626925e+03,6.173261044450861164e+02,4.747436429747664988e+03,1.095974825574022134e+03,9.093821284876841560e+01,1.194366580555373218e+02,1.303695967417426971e+02,4.623541255993144432e+02,1.808967443163104463e+02,1.832711212056460863e+04,5.838518590412349113e+03,9.081052215719933884e+03,4.363375782382867328e+03,7.263997395456679442e+03,6.714268372463213382e+03,2.096553293420521641e+03,3.375485231751466017e+03,3.160332565466259439e+03,3.107208559715206320e+03,3.061517162121432193e+03,1.055926068391953777e+04,1.620637961277357681e+04,1.348031219066278209e+04,1.122265258108557828e+04,3.617585201825518652e+03,1.471609470449602441e+03,5.864769210709508940e+01,7.232044751971382368e+01,2.549936837347509936e+04
3.263460194327086720e+04,3.344820697786765322e+03,3.545819737049736432e+03,0.000000000000000000e+00,8.859254821164945497e+02,2.855133863073834618e+03,1.909759218218277965e+03,4.204957350617884799e+02,7.202448248561195498e+01,3.420673217710190511e+04,4.938907840127839108e+02,4.578971566621755301e+03,1.295470748848683343e+03,2.699787380226926416e+03,2.885947994762874714e+03,3.424788563569013058e+04,3.421363518981819198e+03,2.684063153497497751e+03,9.060662566604520407e+02,1.723239543747244625e+03,7.021643547764924733e+02,5.309654842808792637e+03,1.220813334018946989e+03,7.255857086233160658e+01,9.529715776903067592e+01,1.204016619311804561e+02,4.693060278360162556e+02,1.836166864814085216e+02,1.818254004864939270e+04,5.770326428964724983e+03,8.964613322500959839e+03,4.308514651603913990e+03,7.172666478532422843e+03,6.630172900991302413e+03,2.096553293420541650e+03,3.347865010509410695e+03,3.134272240673944907e+03,3.081630270699647554e+03,3.036654059753827823e+03,1.042775821046677265e+04,1.599759486290149289e+04,1.333492275759831136e+04,1.111265550103187525e+04,3.618239233845323724e+03,1.471609470449602441e+03,5.910948495833206096e+01,7.232044751971382368e+01,2.520331848170602461e+04
