2.664902229199873318e+02,1.809660799715364556e+04,1.345388815680536823e+02,2.884534696453111246e+04,1.079007681165435542e+03,6.510386814638873147e+03,9.692792128700945753e+00,5.392309574596197490e+04,1.593124172048456330e+03,6.096095678428268002e+03,2.760107939414862267e+04,3.206780886643504402e+01,9.085568244337520809e+03,6.390837806305612503e+03,6.771761740361150260e+03,6.263759811695184908e+03,1.737532497850942673e+04,1.546403923087339081e+02,4.170077994842262683e+02,1.390354759494358632e+02,4.024559694955455313e+01,5.711047116362793759e+02,2.235866497197475110e+04,4.248146344675202499e+02,6.255116992263393172e+01,1.454736316170716054e+04
3.591116768097445515e+02,1.867830528024599334e+04,1.452509224691960981e+02,3.114324943449526836e+04,1.119855967403261729e+03,6.500113639192163646e+03,9.135569975996665093e+00,5.824370796984416666e+04,2.390294177656561715e+03,5.745641494337524819e+03,2.868259979220216701e+04,4.138872587401505143e+01,9.026682655061116748e+03,6.012655352406264683e+03,6.377002797948279294e+03,5.896031973768819626e+03,1.803310736559197539e+04,1.604946555537685811e+02,4.327945767742074281e+02,1.501221277187360386e+02,4.167900589339681261e+01,6.052256058073306804e+02,2.315500327410934187e+04,4.399450622080775020e+02,6.491918651613110569e+01,1.214340133209257874e+04
3.325779240913574881e+02,1.996291201599600754e+04,1.538725360655884629e+02,3.312367346224391076e+04,1.225342321465852365e+03,6.487737515882486150e+03,1.127373312635531200e+01,6.215819816980277392e+04,1.877835714895087676e+03,7.090398192676297185e+03,3.148838367885831394e+04,3.879504666886588637e+01,9.019299179101384652e+03,7.471174875255705956e+03,7.895318691764803589e+03,7.310939244958737618e+03,1.973176041007813546e+04,1.756126676496953962e+02,4.735622498418752571e+02,1.590736846883027908e+02,4.537952751846948729e+01,6.359155482090690157e+02,2.521084862137193704e+04,4.790061238060667961e+02,7.103433747628128003e+01,1.149655423345856980e+04
3.422608694749813480e+02,1.958656762145301400e+04,1.478843157734064562e+02,3.187729852028140158e+04,1.195439245153376987e+03,6.475328268174173900e+03,1.135144347122778896e+01,5.993476051934740826e+04,1.671012626322598180e+03,7.139272623413703514e+03,3.070588919860708847e+04,4.202257706357791989e+01,8.986648299149161176e+03,7.524560542966556568e+03,7.950681331326813961e+03,7.362551983560024382e+03,1.925022939055357347e+04,1.713270415759268133e+02,4.620055053732857573e+02,1.528650847641672215e+02,4.435338422151301074e+01,6.260350722713809546e+02,2.464076901195167375e+04,4.681746112270818116e+02,6.930082580599285791e+01,9.905375897380481547e+03
3.400191527841836319e+02,1.945493539463352135e+04,1.462403288587227621e+02,3.154530578016361324e+04,1.183419830079210897e+03,6.462846055891790456e+03,1.124778861888673021e+01,5.933602622879658156e+04,1.439248869348037260e+03,7.074080892381591184e+03,3.040287925137796628e+04,4.135675079111740615e+01,8.946877402356152743e+03,7.453357355529471533e+03,7.876838027690590025e+03,7.293710512187028144e+03,1.905668003348165439e+04,1.696044522979867111e+02,4.573603208035597163e+02,1.511600108843387602e+02,4.394576395496491727e+01,6.212634078388455237e+02,2.441431330831384548e+04,4.638719528579630378e+02,6.860404812053396029e+01,1.018576002406700354e+04
3.726686951647698152e+02,1.997376107970390876e+04,1.542958515447790546e+02,3.332313732651792816e+04,1.222533765263163787e+03,6.450410399561656050e+03,1.112298563997027934e+01,6.271907776727685996e+04,1.452415021852128802e+03,6.995588452811495699e+03,3.144923567661221387e+04,4.406905518334759364e+01,8.903495559463999598e+03,7.367689610909830662e+03,7.787958587701081342e+03,7.210853330459952303e+03,1.968653406220875695e+04,1.752101531536579273e+02,4.724768174930101736e+02,1.595180535531967223e+02,4.532378170041506849e+01,6.414986382675535879e+02,2.517987872245281687e+04,4.784176957266034833e+02,7.087152262395152036e+01,1.044605737519843387e+04
3.084238160540988929e+02,1.978140903086855178e+04,1.507503914821512865e+02,3.255574779066492920e+04,1.201262437705250932e+03,6.435962872383753165e+03,1.103664910395262133e+01,6.122723517842065485e+04,1.565933267881524671e+03,6.941288744624290302e+03,3.088171512603614246e+04,3.815942588757808807e+01,8.870005600704147582e+03,7.308466168339349679e+03,7.726492340230079208e+03,7.153553279091301192e+03,1.934400060716990265e+04,1.721616054038121320e+02,4.642560145720776745e+02,1.558429814965248568e+02,4.457810475362066427e+01,6.242006157932904671e+02,2.476561375201147894e+04,4.705466612882181039e+02,6.963840218581164265e+01,1.108997133380033665e+04
3.122935083116479973e+02,1.928453381952794007e+04,1.443234672652238544e+02,3.117595847512500040e+04,1.164845108550293162e+03,6.421631933634098459e+03,1.101517505630155824e+01,5.855027054210105416e+04,1.702228033267392675e+03,6.927783054277709198e+03,2.990353629201955482e+04,3.792714169733454810e+01,8.824508366146741537e+03,7.293740902175830342e+03,7.711206568475866334e+03,7.139303770969489960e+03,1.875757018599505682e+04,1.669423746553559909e+02,4.501816844638813677e+02,1.491825707113555666e+02,4.328986440168196737e+01,6.118890190838441185e+02,2.404992466760109528e+04,4.569485686844208203e+02,6.752725266958219663e+01,1.363496299734060085e+04
3.416768917388044429e+02,1.959953156273933928e+04,1.506554154119010320e+02,3.265163869131225147e+04,1.193673794942735640e+03,6.407459343482018085e+03,1.087525841155368234e+01,6.133600187539581384e+04,5.765791951487566394e+02,6.839785164499171515e+03,3.066556480669980010e+04,4.230056997292356868e+01,8.792435361928335624e+03,7.197846242411354979e+03,7.611633927373330152e+03,7.046483432205592180e+03,1.922180024062376106e+04,1.710740221415514668e+02,4.613232057749702903e+02,1.557519297919776022e+02,4.429157411954633972e+01,6.265198744864974287e+02,2.460643006641463217e+04,4.675221712618779861e+02,6.919848086624553218e+01,1.301844261924228704e+04
3.271096053111818378e+02,1.973041314592825438e+04,1.539181503011850793e+02,3.344555539407319156e+04,1.205786661750875055e+03,6.393285184044526432e+03,1.071005788568767159e+01,6.296344482586890808e+04,2.351336707007262248e+03,6.735885462696648574e+03,3.098404794582308023e+04,3.951633560360425435e+01,8.780280641393643236e+03,7.084733221330339802e+03,7.494120507606512547e+03,6.936943836669648590e+03,1.941685445653582792e+04,1.728100046631688542e+02,4.660045069568598706e+02,1.591348360063233542e+02,4.471265745554255489e+01,6.300869474794089911e+02,2.484036525307919874e+04,4.719669398085047760e+02,6.990067604352897490e+01,1.065302368017718800e+04
2.568062430924813953e+02,1.879203713420584245e+04,1.408872101861489057e+02,3.071648447648856381e+04,1.130900187248055317e+03,6.376660216495319219e+03,1.057053543264669138e+01,5.794236516328679136e+04,2.204997660018810166e+03,6.648135492230623640e+03,2.898904104748325335e+04,2.567454067425529729e+01,8.741092084682781206e+03,6.989295078513522640e+03,7.394917353580051895e+03,6.844476709330726408e+03,1.821095309578188971e+04,1.620774825524588039e+02,4.370628742987653368e+02,1.456548323845735808e+02,4.209983180683498460e+01,5.923815354025573470e+02,2.338879544824165714e+04,4.443871135165914552e+02,6.555943114481479483e+01,1.179267142099978264e+04
2.953804827120920891e+02,1.850848391080842703e+04,1.366706501754619865e+02,2.991701799822318208e+04,1.110191992668462262e+03,6.361907226488420747e+03,1.065990174970469440e+01,5.649468049166298442e+04,1.840617109831925063e+03,6.704340723084713318e+03,2.843905583175189167e+04,3.171682798453483443e+01,8.692066133859831098e+03,7.050414897290700537e+03,7.458453836490612957e+03,6.903698465506487082e+03,1.787748780464512311e+04,1.591096414613415959e+02,4.290597073114829527e+02,1.413348332734603900e+02,4.135879901806001158e+01,5.889049056984949857e+02,2.297711056558889686e+04,4.365651007461890458e+02,6.435895609672243722e+01,1.590414851794154310e+04
2.858831090781499142e+02,1.904851421431929339e+04,1.439092134958582676e+02,3.151176800296711372e+04,1.149279482418375437e+03,6.347109574765551770e+03,1.081869891976956133e+01,5.947988547556745471e+04,1.750694549672303310e+03,6.804213157087773652e+03,2.943968698419856810e+04,3.030575789113497365e+01,8.668305949195104404e+03,7.159106424299165155e+03,7.571394584972103075e+03,7.008973883534000379e+03,1.850691598097222959e+04,1.647115522306528419e+02,4.441659835433335388e+02,1.488753740265573811e+02,4.278995939797962933e+01,6.040436636386070859e+02,2.377219966554423809e+04,4.516717936453405287e+02,6.662489753150002514e+01,1.450171615725423726e+04
