7.880380471697044698e+01,3.001478274156641390e+01,2.130493499976966021e+01,3.046247443281603040e+01,-5.390965892165797158e+01,2.589990551497526639e+01,2.447603365400759756e+01,2.806581566386559867e+00,0.000000000000000000e+00,3.008352240778530273e+01
9.501292370553755973e+01,5.319361010829766201e+01,2.128033281399777366e+01,3.046247443281599843e+01,-5.483966413620566982e+01,2.592497985418800965e+01,1.840302997784334593e+01,2.317889277792464142e+01,7.647476049752039984e+00,1.295370334714712257e+01
9.520359328955534295e+01,5.327562017072200007e+01,3.252866503162048417e+01,3.046247443281599843e+01,3.103127591200867741e+01,3.056244877316679975e+01,2.430763150215440049e+01,3.294166546467694445e+01,2.535824627362007178e+01,1.970326244803396420e+01
9.530806875940879763e+01,5.331862897020848635e+01,3.253706449673072854e+01,3.046247443281599843e+01,3.103311287578666366e+01,3.057797066303656663e+01,2.435058666831308827e+01,3.295712830249815539e+01,2.537960683891930458e+01,1.981068708677258172e+01
9.518392644661417989e+01,5.326924153842535503e+01,3.252924380821153960e+01,3.046247443281599843e+01,3.103140552731376900e+01,3.056351775284300842e+01,2.431311668857463104e+01,3.294366086905699831e+01,2.536101572156723805e+01,1.971693755347978794e+01
9.540075749772653069e+01,5.336109153795237603e+01,3.251705938397666529e+01,3.046247443281599843e+01,3.102858250764006343e+01,3.054103159195810235e+01,2.437504862141052797e+01,3.296576671051796836e+01,2.539143595686232757e+01,1.987220545112259273e+01
9.542370409847626433e+01,5.337159188575686386e+01,3.255527579776298808e+01,3.046247443281599843e+01,3.103676823987584044e+01,3.061168625785582620e+01,2.441031932679065264e+01,3.297800859240074800e+01,2.540806393953527120e+01,1.996134641509240382e+01
9.531223023915822523e+01,5.332736620656982751e+01,3.254016910949616914e+01,3.046247443281599843e+01,3.103376782141979007e+01,3.058371242371080712e+01,2.436731596718787429e+01,3.296304914315432200e+01,2.538772294483066716e+01,1.985273195631416243e+01
9.548031979185947193e+01,5.339969955566635207e+01,3.253633294615202942e+01,3.046247443281599843e+01,3.103295665632737155e+01,3.057661807015130506e+01,2.442034455501525159e+01,3.298144220253010417e+01,2.541269802052830684e+01,1.998677877737795328e+01
9.548974900716657999e+01,5.340625935035511418e+01,3.253841544576008715e+01,3.046247443281599843e+01,3.103339946891923162e+01,3.058046884510267560e+01,2.443141017963168693e+01,3.298520852639223477e+01,2.541737024690981883e+01,2.001269363013937053e+01
9.542367372618080879e+01,5.338007928908800181e+01,3.254118072382448190e+01,3.046247443281599843e+01,3.103397841885787045e+01,3.058558386359870696e+01,2.441734245796273584e+01,3.298041612747587692e+01,2.541091422760169038e+01,1.997695757596420307e+01
9.545704154522394447e+01,5.338944737277694230e+01,3.254094818288406543e+01,3.046247443281599843e+01,3.103393013103866593e+01,3.058515365046946499e+01,2.442355106180521318e+01,3.298253612725622474e+01,2.541417159008519988e+01,1.999492208184850739e+01
9.547503072503421606e+01,5.339629454893608340e+01,3.252238913021183464e+01,3.046247443281599843e+01,3.102984169613444720e+01,3.055086289425781487e+01,2.441234765553426556e+01,3.297870493064809949e+01,2.540900481090436713e+01,1.996648854424145370e+01
9.549019798812157944e+01,5.340307710110376149e+01,3.256963094627663224e+01,3.046247443281599843e+01,3.103933018843258296e+01,3.063832236734029735e+01,2.445201090019517309e+01,3.299215424601794666e+01,2.542706757757779457e+01,2.006738917839459901e+01
