4.914756119496068720e+01,2.321275038797806545e+01,2.927026614850637998e+01,0.000000000000000000e+00,1.983678077520328031e+01,7.182872158048287936e+00,1.136994481264449064e+01,3.296546555742338569e+01,4.677629406472584961e+00,4.450880000000000223e+02,3.107728511078220013e+00,5.484120000000000772e+01,1.669080000000000297e+01,1.854483003348828163e+01,8.212558865758921911e+00,7.308199714091068699e+01,3.297700494377775726e+01,4.338426422205169786e+01,1.913015191083412958e+01,1.828495898787564045e+01,2.891910453740815257e+01,3.231297052634855049e+01,3.297700494377775726e+01,3.974000000000000199e+00,4.156725392550317366e+00,4.263017668661110982e+00,4.598107134485975855e+00,4.598107134485975855e+00,3.481224000000000274e+02,3.497119999999999891e+02,3.497119999999999891e+02,3.528912000000000262e+02,3.528912000000000262e+02,3.528912000000000262e+02,3.974000000000000909e+01,2.066480000000000246e+02,2.066480000000000246e+02,2.066480000000000246e+02,1.684976000000000340e+02,3.687872000000000412e+02,5.118512000000000057e+02,5.961000000000000227e+02,4.578048000000000002e+02,4.768800000000000239e+01,8.609958869590471409e+00,2.048683055617216198e+00,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,2.054928456186462427e+01,0.000000000000000000e+00,1.983678077520328031e+01,7.108334023129748935e+00,1.226421126704052611e+01,2.319731492502364745e+01,3.988480551660379958e-01,1.566852133315960600e+02,2.000291922606695305e+00,2.425375405761838010e+01,3.179200000000000248e+00,1.888621101201013275e+01,8.212558865758921911e+00,7.595947386872875029e+01,2.336954293203697475e+01,3.762178893744648178e+01,1.934932422880653391e+01,2.000203231410941385e+01,2.253573085378399909e+01,2.263296693959449257e+01,2.336954293203697475e+01,1.740369432846953890e+00,1.740369432846953890e+00,3.429857189976411203e+00,4.619150130158103273e+00,4.619150130158103273e+00,1.609751107270352577e+02,1.664464572181154836e+02,1.687781662323079956e+02,1.705079132080309989e+02,1.705079132080309989e+02,1.714969357536853352e+02,2.425375405761838010e+01,2.066480000000000246e+02,2.066480000000000246e+02,2.066480000000000246e+02,1.684976000000000340e+02,3.687872000000000412e+02,5.118512000000000057e+02,5.961000000000000227e+02,4.578048000000000002e+02,2.435817175877397034e+01,8.609958869590471409e+00,1.083896267797481050e+00,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,1.611805750856547093e+01,0.000000000000000000e+00,1.983678077520328031e+01,7.385869631868987817e+00,1.164087477031893947e+01,2.162970516379050423e+01,1.623160123239002495e+00,1.443585470570851612e+02,1.600726828325210294e+00,2.425375405761838010e+01,3.179200000000000248e+00,1.949548434835331534e+01,8.212558865758921911e+00,6.933471280905637002e+01,2.162833150037459617e+01,3.985408424332438670e+01,1.755301167004888896e+01,1.850797437502527742e+01,2.093011887435954321e+01,2.099405772910467860e+01,2.162833150037459617e+01,1.783523354701271879e+00,1.783523354701271879e+00,2.723370848733552840e+00,3.863224359531248986e+00,3.863224359531248986e+00,1.485746999211267791e+02,1.539454701899445013e+02,1.558469628181481710e+02,1.575767097938711743e+02,1.575767097938711743e+02,1.585539582616010534e+02,2.425375405761838010e+01,3.933979943323509332e+01,3.933979943323509332e+01,3.933979943323509332e+01,3.933979943323509332e+01,2.037266801737927153e+02,2.024166807247957820e+02,2.188765094263476385e+02,2.168259751197783203e+02,2.436405444616301708e+01,8.609958869590471409e+00,4.982746579069005644e-01,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,1.520668293490325595e+01,0.000000000000000000e+00,1.983678077520328031e+01,7.336706181178036523e+00,1.188639300583951908e+01,2.083230442729359311e+01,1.454028353010366370e+00,1.376307249638584835e+02,1.511934585151546662e+00,2.425375405761838010e+01,3.179200000000000248e+00,1.720140970414614401e+01,8.212558865758921911e+00,6.738904255013250122e+01,2.070639455394560713e+01,5.136101737078748641e+01,1.875041263792678947e+01,1.775201148203792911e+01,1.978378867992422840e+01,2.008142098460047009e+01,2.070639455394560713e+01,1.822310808713371255e+00,1.822310808713371255e+00,2.616705714383513293e+00,3.369283695006570767e+00,3.369283695006570767e+00,1.419689377419374807e+02,1.473271359829723792e+02,1.491245107221487274e+02,1.506466880607849816e+02,1.506466880607849816e+02,1.515509372453832384e+02,2.425375405761838010e+01,3.806993961046117647e+01,3.806993961046117647e+01,3.806993961046117647e+01,3.806993961046117647e+01,1.947120603270466574e+02,1.934020608780497241e+02,2.098618895796015522e+02,2.078113552730322340e+02,2.436111310246849371e+01,8.609958869590471409e+00,7.345084598627618089e-01,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,1.331845639102539280e+01,0.000000000000000000e+00,1.983678077520328031e+01,8.129665063290147486e+00,1.041462428271316476e+01,2.058772818516376901e+01,8.406101415841180646e-01,1.456271015319707658e+02,1.373813317992514715e+00,2.425375405761860748e+01,3.179200000000000248e+00,1.856745696380879096e+01,8.212558865758921911e+00,6.928547841637507076e+01,1.945208926366505509e+01,3.614398197984295535e+01,1.716050244092630095e+01,1.864379408345750377e+01,1.880680605083458801e+01,1.881967553278009575e+01,1.945208926366505509e+01,1.321699835970926218e+00,1.321699835970926218e+00,2.823777527326089221e+00,4.186108470351769917e+00,4.186108470351769917e+00,1.495482762704220079e+02,1.548209847225337796e+02,1.564764067830876684e+02,1.578994119617824481e+02,1.578994119617824481e+02,1.587754033593620022e+02,2.425375405761860748e+01,3.925229801145172814e+01,3.925229801145172814e+01,3.925229801145172814e+01,3.925229801145172814e+01,2.025756044389686679e+02,2.012656049899717345e+02,2.177254336915235626e+02,2.156748993849542444e+02,2.436993713355229474e+01,8.609958869590471409e+00,2.580705399517811416e-01,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,1.368477587985671562e+01,0.000000000000000000e+00,1.983678077520328031e+01,7.428689411503041740e+00,1.196597939937771216e+01,1.981069197767010337e+01,8.809998180566281922e-01,1.316774388915819145e+02,1.322017842807877708e+00,2.425375405761838010e+01,3.179200000000000248e+00,1.681469236787273047e+01,8.212558865758921911e+00,6.667240861221584680e+01,1.941322494652207808e+01,3.789295434872206414e+01,1.864941134997166117e+01,1.740752319067657083e+01,1.876044885674658858e+01,1.882173210410614317e+01,1.941322494652207808e+01,1.159700054804847946e+00,1.159700054804847946e+00,2.384858395239785711e+00,3.700496543847247466e+00,3.700496543847247466e+00,1.353748371209645995e+02,1.402603271173657333e+02,1.418524594683447333e+02,1.431785988163990453e+02,1.431785988163990453e+02,1.440498805828088393e+02,2.425375405761838010e+01,4.109438088177682857e+01,4.109438088177682857e+01,4.109438088177682857e+01,4.109438088177682857e+01,1.895779405851137938e+02,1.882679411361168604e+02,2.047277698376686885e+02,2.026772355310993703e+02,2.437729049278837579e+01,8.609958869590471409e+00,2.521150659528939020e-01,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,1.285834495577910275e+01,0.000000000000000000e+00,1.983678077520328031e+01,7.170184815934494083e+00,1.136114669533994004e+01,2.100285387027497563e+01,2.044727371420827833e+00,1.302058460856624151e+02,1.487270073158862393e+00,2.425375405761838010e+01,3.179200000000000248e+00,1.852982579761520299e+01,8.212558865758921911e+00,6.694046252792512064e+01,2.029421375285079776e+01,4.397970448615662065e+01,1.800913620377164648e+01,1.874909199235086987e+01,1.974878066996170034e+01,1.972876147582424622e+01,2.029421375285079776e+01,1.872198653433834625e+00,1.872198653433834625e+00,2.733725522963425192e+00,3.758220365198463586e+00,3.758220365198463586e+00,1.337328690183679214e+02,1.384197209758006011e+02,1.401713584399354318e+02,1.414236952503588896e+02,1.414236952503588896e+02,1.423091059102780207e+02,2.425375405761838010e+01,3.531669292180509245e+01,3.531669292180509245e+01,3.531669292180509245e+01,3.531669292180509245e+01,1.821744185520580004e+02,1.808644191030610671e+02,1.973242478046129236e+02,1.952737134980436053e+02,2.438023183648289915e+01,8.609958869590471409e+00,7.265678278642456744e-01,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,1.324590035700566659e+01,0.000000000000000000e+00,1.983678077520328031e+01,7.487368368779338645e+00,1.099336065693895748e+01,2.054182173839217285e+01,2.188615593854145391e+00,1.373631262503959078e+02,1.637723596314236252e+00,2.425375405761838010e+01,3.179200000000000248e+00,1.772976254869388058e+01,8.212558865758921911e+00,6.656117535467660673e+01,1.974996126043325262e+01,3.453077735723400110e+01,1.777130578663221172e+01,1.845577728237419990e+01,1.882653979912070952e+01,1.919566922571643275e+01,1.974996126043325262e+01,2.274879952847641995e+00,2.274879952847641995e+00,2.907039279190783088e+00,3.478339352072520541e+00,3.478339352072520541e+00,1.406180572913930575e+02,1.450936991820744879e+02,1.469938744636330057e+02,1.482093100052410364e+02,1.482093100052410364e+02,1.491088495586695046e+02,2.425375405761838010e+01,3.760057364913649280e+01,3.760057364913649280e+01,3.760057364913649280e+01,3.760057364913649280e+01,1.912009309539674859e+02,1.898909315049705526e+02,2.063507602065224091e+02,2.043002258999530909e+02,2.438464385202468421e+01,8.609958869590471409e+00,4.903340259083843189e-01,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,1.216286882481017528e+01,0.000000000000000000e+00,1.983678077520328031e+01,7.409658398332351403e+00,1.160605639071997963e+01,2.003542054036120135e+01,1.701415121404491249e+00,1.265787993177200406e+02,1.689519071498873037e+00,2.425375405761838010e+01,3.179200000000000248e+00,1.770589146739449049e+01,8.212558865758921911e+00,6.825155617006782904e+01,1.711342185468433641e+01,3.485861527175493535e+01,1.794012712571469947e+01,1.762143337757038353e+01,1.592599885503712187e+01,1.657029006227725176e+01,1.711342185468433641e+01,1.990068938036576141e+00,1.990068938036576141e+00,2.846001477244546329e+00,3.612312632696491388e+00,3.612312632696491388e+00,1.293149757240582574e+02,1.334662592979431111e+02,1.354239771718813756e+02,1.366394127134894063e+02,1.366394127134894063e+02,1.375413070825027830e+02,2.425375405761838010e+01,3.818053792547530634e+01,3.818053792547530634e+01,3.818053792547530634e+01,3.818053792547530634e+01,1.800698561677860994e+02,1.787598567187891661e+02,1.952196854203410226e+02,1.931691511137717043e+02,2.440376258603908965e+01,8.609958869590471409e+00,2.521150659528939020e-01,9.328743399163923478e-01
4.914756119496068720e+01,2.321275038797806545e+01,1.257873877589827316e+01,0.000000000000000000e+00,1.983678077520328031e+01,7.346221687763382135e+00,1.100173714242579237e+01,2.065738014481053142e+01,1.337908033151899545e+00,1.259752449709276334e+02,1.511934585151546662e+00,2.425375405761860748e+01,3.179200000000000248e+00,1.789890247661176303e+01,8.212558865758921911e+00,7.080627410141960354e+01,1.906274952980553650e+01,3.462220891166847281e+01,1.680079577430478111e+01,1.842351714994228473e+01,1.811468627310097190e+01,1.853263802009314176e+01,1.906274952980553650e+01,1.587853483568953950e+00,1.587853483568953950e+00,2.628398923390407926e+00,3.666626940454333017e+00,3.666626940454333017e+00,1.282791258483834156e+02,1.319074130665032385e+02,1.336875464540941891e+02,1.349214326301099334e+02,1.349214326301099334e+02,1.358186173679535216e+02,2.425375405761860748e+01,3.786569852219359689e+01,3.786569852219359689e+01,3.786569852219359689e+01,3.786569852219359689e+01,1.777467671808880993e+02,1.764367677318911660e+02,1.930786810429472666e+02,1.910281467363779484e+02,2.440817460158110208e+01,8.609958869590471409e+00,2.541002239525229633e-01,9.328743399163923478e-01
