,SHA_otf,ORO_otf,YRS_otf,FOL_otf,NML_otf,DNP_otf,EXC_otf,MIL_otf,ISB_otf,SUC_otf,KWH_otf,PFT_otf
27,26697.814693685556,17152.13725928715,12591.85247712349,5445.6584871927225,3174.5366161400193,2009.9966600888397,1630.3401507958945,350.2397210630889,15.010273759846665,228.21777853414756,683.9292788633652,4753.253357284777
28,26384.424351606383,14963.199550022993,12860.400135450678,5536.0763294381895,2991.814807704765,2189.4884285208987,1586.019708131459,350.2397210630889,15.010273759846665,215.86628797672225,613.5625798152776,4753.253357284777
29,25796.052365074844,13003.036257444912,13075.238262112436,6308.756454523665,2807.6739949091493,2334.484998728774,1500.4299355299165,350.2397210630889,15.010273759846665,201.5236830177736,529.1603539707446,4753.253357284777
30,32820.06343183619,4644.675371173778,14425.030267201952,8208.836825508042,2747.8719887054726,2581.5366798039663,1515.4071275057695,350.2397210630889,15.010273759846665,115.74917377176178,489.6453483138356,4753.253357284777
31,39277.31347064177,5798.885341607906,15504.863871273566,7274.117090022509,3396.431254033111,4430.863945196191,1526.3888064727807,350.2397210630889,15.010273759846665,169.69694739635102,795.3238565691372,4753.253357284777
32,54259.2449146491,22433.812705247474,16368.730754530856,6574.167292028966,6117.359016045026,9851.577346113358,6685.706531103369,4680.032462095705,15.010273759846665,261.288191612668,1311.179848695555,4753.253357284777
33,59591.83774132631,26182.07916051543,17059.82426113669,6211.31169734304,6906.338760219286,10370.761260374758,6930.336577347948,7209.647346076587,15.010273759846665,324.7101170544879,1612.4870232232981,4753.253357284777
34,65208.646369987735,27639.03156901842,17612.69906642136,5945.931931530763,6521.203335600248,9627.777714095304,6520.325254381945,7601.6403325976635,15.010273759846665,287.5873002612665,1660.8280444106204,4753.253357284777
35,72255.08124544131,30293.410347419947,18054.9989106491,5491.369301131538,6792.519879725721,9755.957038108863,7261.589229410836,7845.005968727438,15.010273759846665,265.0224123758361,1753.591765111687,4753.253357284777
36,79054.10846852577,33090.88620739599,18408.838786031283,5077.952904465063,7477.365681780434,11045.69996619901,8656.799162208092,9621.321678739807,15.010273759846665,325.4077436958358,2127.7887547812443,4753.253357284777
37,79054.10846852577,33500.65513851094,17214.203014690618,4589.063132591177,8005.479338584888,12107.845281776099,9604.134524224579,14556.965628301059,15.010273759846665,407.47130969994686,2355.393451973548,4753.253357284777
38,78128.55449794047,32074.4762444322,16258.494397618088,4261.521842629849,8005.479338584888,11905.9413309792,9161.9577209814,11484.094188954421,15.010273759846665,418.8340499363849,2354.4183746398817,4753.253357284777
39,71668.22654295014,34884.465641887575,15493.927503960062,4089.224923913012,7533.948283954687,11269.451949756252,8468.273984530833,11448.033964562457,15.010273759846665,394.4761839816301,2267.993907388223,4753.253357284777
40,64995.21682448036,36749.6375899678,14882.273989033634,4468.7731358629135,6923.6192429221555,10735.176603562948,7663.49380715848,12072.05004211918,15.010273759846665,373.84875477840575,2198.616769505423,4753.253357284777
41,60118.42892718421,34672.94063879769,14392.951177092495,6694.158053431989,6500.474861718187,10161.714814010595,7054.151850091925,12855.991330785451,15.010273759846665,325.5837243168817,2067.9148349032,4753.253357284777
42,57689.80530868144,38702.46477397911,14001.492927539586,9160.710811278213,6001.820140010992,9521.789367594156,6505.521201907641,12477.09162774674,15.010273759846665,275.84957127265113,1940.3076269098005,4753.253357284777
43,58441.209082096764,36863.72173248737,13688.326327897257,16018.333682450633,6328.8386626155425,10070.11823958473,7138.166842175305,15216.964833023447,15.010273759846665,471.48017312375123,2246.083074625226,4753.253357284777
44,56436.1840750927,33409.85798178906,13074.325162318599,17522.64849100465,6221.0036694557075,10171.092582360692,7148.520621531455,16499.28850972227,15.010273759846665,702.9926930896551,2634.1070300534343,4753.253357284777
45,53606.50024135492,31808.570220802347,12583.124229855677,17100.63075112585,5926.421797545058,9860.7921044112,6733.258318125886,16511.28303655737,15.010273759846665,708.1889139685286,2637.1869838289904,4753.253357284777
46,50718.77829132192,28215.143048489546,12190.163483885339,15938.50582102259,5592.081305466811,9425.049159896562,6231.565283919147,13793.553084918223,15.010273759846665,861.9590152522401,2768.500111649261,7078.736720009429
47,47544.442453729695,25061.45400189043,11875.794887109061,14402.790231167586,5253.509757482166,8770.815222721494,5689.354384554079,12576.968014133856,15.010273759846665,827.2546711365379,2717.8687031290997,6920.206358945209
48,50261.297224074064,23628.962656708904,11624.300009688039,12889.271064305869,5188.488256572103,8809.66226290605,5611.5539533681795,11060.830428074802,15.010273759846665,806.5241448224723,2694.8211601870753,7955.9526680827175
49,49825.02872226967,23576.07591826064,11423.104107751224,11464.361903132465,5238.95314645449,8615.000023491511,5452.287009978768,13472.011057118718,15.010273759846665,906.7159485810532,2889.9596201119602,8461.332995320785
50,52496.68740424837,23249.09726097772,11262.147386201774,10304.32725097848,5342.782714787988,8986.04453506489,6147.566336761877,13281.715402809312,15.010273759846665,877.2748367576886,2883.747952681269,9801.418133008294
51,51474.289602246856,28088.825431575795,10765.840023496052,9809.908654387604,5376.67499169936,9405.507292788818,6821.224408793166,19133.903482985104,15.010273759846665,1243.556825834068,3477.510403345705,13935.033994996238
52,49618.92410429195,26774.54185042984,10368.794133331468,10974.017822549964,5666.589892988912,9766.405888431345,6998.738532950224,16785.846954258963,15.010273759846665,1973.31456590883,4670.472016272559,15231.625664523372
53,47683.091390871916,24720.734613573433,10051.157421199803,10681.341232526163,5664.2932916044665,9601.227329321538,6732.1684723876615,14390.043609870989,15.010273759846665,2196.786745174656,5137.415462549221,12784.886132127902
54,44914.456692838015,22567.816212048394,9797.048051494472,9818.657722928103,5296.328589642323,9222.765275933993,6317.2241730373735,13548.898387078203,15.010273759846665,2064.7929804537057,4987.5574412982805,10198.990011780386
55,41507.85256976789,26610.101997500395,9593.760555730209,9112.199371464065,5004.6147403837285,8777.681367068979,5797.893842398219,13595.953141062655,15.010273759846665,1875.8247551805716,4686.531942643013,8422.46651703277
56,38215.43659968003,24613.54993577485,9431.130559118796,11511.75563919033,4742.006625554686,8230.816274795834,5235.067033277541,12835.07800605021,15.010273759846665,1675.9058290713697,4330.7372995504375,8323.218342289643
57,35372.8317771755,34851.89090901091,9301.026561829667,15143.05015632103,4459.492023213867,7929.9825925117575,4731.781094212066,5720.864609459707,15.010273759846665,1480.468574014403,3978.917499233686,8043.865260636083
58,29671.78780823318,1714.3683746795941,8771.847190367613,13364.722965049004,4210.458680705656,7361.329622979511,4085.198480625198,11172.516467769194,15.010273759846665,1311.9575903476043,3446.959615325712,4850.282514313789
59,25443.15186355247,1715.3115186246162,8348.50369319797,12982.327475349517,4087.5698365049398,7046.693148440095,3643.2955276807,8529.676542050225,15.010273759846665,1159.1803161222358,3061.4580949492783,5270.461330568777
60,22543.968604820584,1711.5389428445287,8009.828895462255,12990.01766634353,4262.287947556418,7308.036720592182,3359.3423959300276,9703.067532333458,15.010273759846665,1023.3730076826582,2900.112926445211,6240.906046939722
61,20371.21381263653,1720.970382294747,7738.889057273683,12222.025211843595,4251.3119635487965,7245.583659972218,3065.832792464716,9719.241548750597,15.010273759846665,903.5973814379419,2685.6701027986373,5647.492292309474
62,23477.938819858147,7123.271729114529,7522.137186722819,11227.490837943096,4119.952760050118,7074.108717632759,2808.120750414954,11768.273676834395,15.010273759846665,807.3634439065066,2487.890654162225,5050.651511380206
63,28407.864970049894,17703.16769828777,8654.405633461358,10923.98127434254,4286.995475475282,7072.24267665852,2728.587638280024,10952.213788226485,15.010273759846665,784.24701262921,2335.3463017418953,5167.020777606892
64,30645.18011651448,22191.636053667946,9560.220390852186,10723.092559347098,5175.880525706121,8366.283049844975,2885.652921544603,14442.829694012982,15.010273759846665,707.6660343468976,2464.6029362190106,7843.465313600596
65,30153.726522163484,21570.80104547992,10284.872196764843,10231.323891422622,5270.500051676024,8374.509752279917,2799.335902126641,14994.43662378341,15.010273759846665,635.5030615889202,2444.592558822633,6389.206952484646
66,28833.49756850129,20570.556350616545,10864.593641494967,9356.287702714235,5159.780574813854,8360.088954798131,2677.8416866711386,13404.637690904647,15.010273759846665,571.7778536154433,2376.9167189513782,5964.6682725200435
67,31247.53174367125,26493.713570798056,11328.370797279073,8612.37165109779,5064.611533279055,8108.8276684647,2559.6373292757935,14291.205784143618,15.010273759846665,517.2442908323575,2325.27968980123,5950.663974134665
68,36133.96051209496,31482.908979069543,11699.39252190636,7713.254264313909,4928.835456916202,7832.810927148892,2466.406170288755,13736.825632728296,15.010273759846665,473.76874045387353,2296.3404119331785,5955.718990297826
69,41637.891661497524,34346.05276951965,11996.209901608192,7009.231897029788,4703.330531390437,7729.909657751779,2371.850260031032,11588.365661880423,15.010273759846665,437.1344916780007,2252.7169598268965,5910.335009459763
70,49676.170846896355,39266.26016715179,11874.089527291579,6430.492789504242,4594.555543277718,7427.966060768815,2283.4080254893997,19044.010561080555,15.010273759846665,407.34159548891375,2163.8021357352573,5707.899947309697
71,53329.56433753719,42084.69472815046,11776.393227838287,6529.438283336906,4658.286025636343,7425.53576983249,2192.2000718716517,18777.233110027057,15.010273759846665,379.3429734697613,2119.9515771834876,5597.110131680962
72,51955.74730890287,39582.09408293754,11698.236188275654,5964.307196622232,4772.807390139446,7268.47558815235,2156.2614881394124,14746.809883767868,15.010273759846665,351.43485338538073,2104.5973050177186,5941.686094575042
73,48042.33420028709,35977.34584328355,11635.710556625552,5580.832629593062,6343.457450944539,8246.340905416506,2118.8927647797445,18591.6539507901,15.010273759846665,335.1688254958126,2164.3353038272544,7427.819348212203
74,43849.83379717306,32228.253462582965,11585.690051305472,5727.816433769711,6621.448088353271,8629.592130062803,1878.2698431665237,19347.709834363017,15.010273759846665,317.9373321642363,2223.595055618957,7007.231681103743
75,39675.51813692125,28418.13216535821,11545.673647049403,5812.148173753641,6612.769793973226,8928.692338554922,1649.8033790874617,18307.189391378703,15.010273759846665,306.58539462620274,2200.1557027363974,6092.776098390197
76,35690.16256802258,25088.315790799697,11513.660523644554,5662.164382167861,6539.8925580183895,8938.14887501747,1634.0400777714615,19491.804624071265,15.010273759846665,297.4441563270151,2199.01815382381,6977.594109138059
77,32748.708616620166,24139.395846537922,10698.480285428683,5538.580335988614,8005.479338584888,12508.561466538888,5080.6167981864955,44368.581150874736,15.010273759846665,295.5192538750965,2353.8935700403517,14210.270463192335
78,29522.9848152877,24743.059523587734,10046.336094855988,5303.186758404764,8005.479338584888,12508.561466538888,5344.899354978026,50260.911541502224,15.010273759846665,293.7713694827987,2915.047838984051,17070.11853794509
79,26583.365780067124,23336.20752311159,9524.62074239783,5198.606175956315,7685.630081159954,12508.561466538888,5053.831997088892,23119.7669355403,15.010273759846665,293.32528368264786,2952.0415151797024,10890.639163480293
80,23696.726588764646,21339.18316301257,9107.24846043131,5003.919418025189,7052.857811082012,12508.561466538888,4844.190415620993,31781.983588587325,15.010273759846665,308.0381470816376,3263.614508725995,12986.45611929942
81,21033.59517957068,19414.809656337104,8773.350634858092,4838.017323719207,6994.995278084936,12508.561466538888,5475.514205675854,39311.65984381932,15.010273759846665,349.4600905085156,3548.8836118341073,13032.363907543413
82,18666.206944562262,17742.17603560745,8506.23237439951,6424.86674568076,6705.946040936735,12508.561466538888,5433.557409256879,36582.78528890448,15.010273759846665,518.7116046975997,4129.185457547466,16527.002047686645
83,16752.958915130836,16046.074457904806,8292.537766032643,7386.368124844241,6550.531441736539,12508.561466538888,5243.24520169149,27951.75909060212,15.010273759846665,743.5953174127071,4163.802096889502,12837.660451563352
84,14580.629581232943,14728.294883599956,7360.301035584499,7668.711898315452,6191.8322280468565,12508.561466538888,5050.4928833611075,24403.794808198225,15.010273759846665,831.9777716857343,4086.7497677809115,11133.954699293261
85,12703.501440070062,13462.907498835057,6614.511651225985,8053.704451199539,5686.689270148864,12508.561466538888,4562.914024213653,23117.643862061326,15.010273759846665,1236.7404559188446,3972.266104313656,10710.54870954842
86,10958.274451099976,12113.061186801571,6017.880143739178,8352.379499781873,5245.411765394566,12508.561466538888,4077.57648055956,26919.550974357768,15.010273759846665,1347.424069171703,3834.8829467168525,10302.776262110589
87,10327.239009117135,10828.632281956632,5540.574937749728,8614.526100362214,4817.164376531438,12508.561466538888,3678.20081394636,24878.415064231416,15.010273759846665,1307.3261639662412,3746.187094130075,10531.535363521376
88,9081.31709872135,9711.2006663234,5158.730772958166,8881.994047511129,4486.254871884445,12508.561466538888,3365.3680793169024,22177.205490557466,15.010273759846665,1308.4715835824081,3791.991944423414,12196.101856860174
89,9720.966357044712,16184.218784511144,4641.61702840988,6890.024769874266,3621.58554449103,12508.561466538888,2945.660843755963,2626.9489184429713,15.010273759846665,1104.1476560714716,3199.4194248043573,5904.109783216681
90,10549.68805058351,15321.038522223495,4227.926032771258,6180.267942332737,2778.952193144061,12508.561466538888,2694.773355745153,2780.3508554473565,15.010273759846665,906.1535296201175,2606.949710320266,6388.578257838959
91,10806.209754975931,15604.491587264038,3896.973236260356,5545.967887844889,2845.915387017645,12064.16029042608,3929.683664148031,7037.233460342119,15.010273759846665,772.9920638554124,2171.90613972262,6491.007812069654
92,10619.755514435783,14697.549351359974,3632.2109990516337,4911.858462110457,4112.627901096336,10766.693883439078,5339.47535725702,12583.810201118891,15.010273759846665,1051.331902754132,1801.4153082166986,6007.866640344454
93,10254.331854626993,13898.728187496486,3420.4012092846674,4716.911479588218,4162.333716551962,9760.252898108063,5759.122097366694,10546.691886361372,15.010273759846665,1378.7168174795418,1478.4686570701267,6121.261721054673
94,8551.56961733276,13180.88130185671,3250.953377471079,4521.3513382756455,3557.8655601198716,8770.321940216987,5247.147091586279,5234.670071367494,15.010273759846665,1319.369986506032,1225.6250485965459,5929.092999843153
95,4772.866120430539,12549.707295787615,3115.395112020203,4505.759878980029,2927.395523689021,8119.6141341613975,4617.980403441169,3847.224466703874,15.010273759846665,1197.9488209587075,1027.6646769760289,5666.132640831522
96,2310.161478700452,11801.934911530794,2908.263170307374,4527.052281694796,2426.927242928973,7630.690690267827,4002.843926697383,3255.168527821301,15.010273759846665,1068.2273092321973,826.5326241840007,5341.04314368758
97,2310.161478700452,10975.688094972053,2742.557616937096,4615.20349949317,1972.4180080470878,7194.073748304561,3433.74330673288,3331.7045346362747,15.010273759846665,939.6220933298827,649.983820979037,4753.253357284777
98,2308.6003570900343,10048.51584958261,2609.993174240874,4621.073551847004,1634.4186754638372,6652.382978484963,2931.3868036560602,3179.032170566553,15.010273759846665,820.1188474602765,511.0770405714953,4753.253357284777
99,2310.161478700452,10533.21151755598,2503.9416200839105,4538.713145350724,1634.4186754638372,6319.806410300024,2519.527379631162,2616.2612964918953,15.010273759846665,708.6961715181711,408.07657460659016,4753.253357284777
100,2310.942039505661,12405.284071352922,2419.1003767583325,4509.073695492703,1634.4186754638372,5977.230201388753,2174.142941152061,2730.6121674688616,15.010273759846665,606.4993544765515,215.71374823561422,3807.5003101075863
101,2312.503161116078,14991.580642697281,2351.2273820978658,4361.577751597246,1634.4186754638372,5679.702214492515,1873.6068635848778,2788.399404120319,15.010273759846665,523.8118519332357,0.0,2566.0320903052834
102,2311.7226003108694,12855.368350910358,2296.9289863695058,4462.110285559601,1634.4186754638372,5550.9251538828075,1747.9653654867043,3047.763978019784,15.010273759846665,499.2830813958187,0.0,1255.5280122736501
103,2311.7226003108694,11115.221710253043,2442.5933816796223,4459.665246500635,1634.4186754638372,5338.860464542232,1621.2664676233253,2693.353547116,15.010273759846665,556.262895131138,0.0,100.0684917323111
104,2303.9169922587816,9630.399879250395,2559.12489792772,4452.0230952380825,1634.4186754638372,5159.828666129565,1705.2923173597667,2640.7099474791085,15.010273759846665,542.545318718014,0.0,100.0684917323111
105,2301.5753098431555,8196.646292446347,2652.350110926203,4545.183660945433,1634.4186754638372,5134.57805631581,1750.5036395529437,4002.739669292444,15.010273759846665,531.4976901219823,0.0,100.0684917323111
106,2301.5753098431555,8294.220175087474,2726.9302813249756,4591.10913552971,1634.4186754638372,5000.980386776562,1637.0414761463383,4002.739669292444,15.010273759846665,492.1397094130866,0.0,100.0684917323111
107,2301.5753098431555,8537.284948635861,2786.594417643996,4681.248744035697,1634.4186754638372,5011.388051106303,1494.4839006300504,4002.739669292444,15.010273759846665,449.97555033966836,0.0,100.0684917323111
108,2313.283721921287,8310.478265991509,2834.3257266992305,5020.8438419650965,1634.4186754638372,4988.9709151080715,1392.499394435458,4002.739669292444,15.010273759846665,407.7444547563076,0.0,100.0684917323111
109,2316.405965142122,8638.292288436995,2872.5107739433975,5062.3215084540125,1634.4186754638372,4910.865182470573,1371.4176072928005,4002.739669292444,15.010273759846665,378.0999746907708,0.0,100.0684917323111
110,2317.9670867525397,8808.193895088636,3941.0152710808984,4983.785791307969,1634.4186754638372,4734.274521659453,1342.6079934410545,4002.739669292444,15.010273759846665,355.6932138509565,0.0,100.0684917323111
111,2317.186525947331,8331.00700727377,4795.818868790917,4952.654279759267,1634.4186754638372,4860.738809130684,1277.202722541129,4002.739669292444,15.010273759846665,338.43574407175083,0.0,100.0684917323111
112,2317.186525947331,8065.921466917569,5479.661746958915,4842.209507448413,1634.4186754638372,4748.8410163001445,1172.9134757480776,4002.739669292444,15.010273759846665,307.40026258882403,0.0,100.0684917323111
113,2317.9670867525397,9993.650504934983,6026.736049493309,4602.141322827864,1634.4186754638372,4675.463839869389,1119.4699203381467,4002.739669292444,15.010273759846665,277.34163331104367,0.0,100.0684917323111
114,2316.405965142122,10521.403663301488,6464.395491520846,4648.969770594388,1634.4186754638372,4753.47414172825,1134.6223130234673,4002.739669292444,15.010273759846665,258.3059796202495,0.0,100.0684917323111
115,2317.186525947331,9470.38108362145,6814.523045142855,4742.89281930903,1634.4186754638372,4812.729907764666,1227.5644211810472,4002.739669292444,15.010273759846665,238.21163383066136,0.0,100.0684917323111
116,2313.283721921287,8637.478669189899,7094.62508804047,4661.378188831665,1634.4186754638372,4047.150450987999,1735.3564818263571,4002.739669292444,15.010273759846665,224.31414454298726,0.0,100.0684917323111
117,2317.186525947331,7824.468143787383,6429.23540375067,4500.447489401296,1634.4186754638372,3436.6324948890115,1785.0796643154158,4002.739669292444,15.010273759846665,318.58184210917705,0.0,100.0684917323111
118,2317.186525947331,7009.198631775423,5896.923656318824,4310.52463486186,1634.4186754638372,2837.771551081542,2186.7113180008173,4002.739669292444,15.010273759846665,752.7874337319694,0.0,100.0684917323111
119,4889.877216269212,8410.455179724584,5969.117874374138,3856.290130531416,1959.4411366103836,2233.2597542484687,2111.863904543607,2001.369834646222,15.010273759846665,831.1757246443159,0.0,100.0684917323111
120,4645.868407484556,10410.186914814829,6026.873248818385,4824.0441831739,1959.4411366103836,2097.891002270749,1968.0509753646909,2001.369834646222,15.010273759846665,783.3413244397333,0.0,100.0684917323111
121,5571.277378196175,11616.25472313602,6073.077548373778,5809.866083502162,1959.4411366103836,2103.9506164069535,1891.9863235662197,2001.369834646222,15.010273759846665,787.7809929169738,0.0,100.0684917323111
122,3645.0383216624164,12398.266803006161,6110.040988018099,6697.876449913073,1959.4411366103836,1888.8343145717154,1956.0735944049434,2001.369834646222,15.010273759846665,807.7008972488857,0.0,100.0684917323111
123,2562.181810093637,12862.662929603266,6139.611739733553,8060.676734927465,1959.4411366103836,2096.881066581382,1842.5140148000028,2001.369834646222,15.010273759846665,1025.503167994771,0.0,100.0684917323111
124,2558.2030848989734,13065.549817761932,6163.268341105917,8558.885180120777,1959.4411366103836,2021.135889878834,2104.3445974945885,2001.369834646222,15.010273759846665,868.22410627919,0.0,100.0684917323111
125,2558.2030848989734,13136.852917986384,6182.193622203798,8317.311245670364,1959.4411366103836,2062.5432531428937,2046.6117180746292,2001.369834646222,15.010273759846665,808.8882175750167,0.0,100.0684917323111
126,2569.144579184299,16213.204073208519,6125.5353171968545,7928.781990108673,1959.4411366103836,2211.003799479889,2160.371434988397,2001.369834646222,15.010273759846665,772.8828146164435,0.0,100.0684917323111
127,2580.086073469625,16298.735011489825,6080.2086731913005,7456.880972760905,1959.4411366103836,2070.622738657832,2307.2411001551723,2001.369834646222,15.010273759846665,784.7189734538164,0.0,100.0684917323111
128,2582.0754360669566,14920.551899096543,6091.044481934261,6925.443318484736,1959.4411366103836,2012.0464686745277,2498.888405672728,2001.369834646222,15.010273759846665,731.4976076500645,0.0,100.0684917323111
129,2580.086073469625,13846.068570505695,7047.88744516907,6433.374325987179,1959.4411366103836,1938.3211633507142,2683.482932644827,2001.369834646222,15.010273759846665,673.5137491917342,0.0,100.0684917323111
130,2584.064798664289,13107.787231313263,7047.887445169082,5888.070298378089,1959.4411366103836,1615.141742753174,2288.3413223116763,2001.369834646222,15.010273759846665,883.5919679994938,0.0,100.0684917323111
131,2583.070117365623,12296.564368973593,7047.887445169047,5333.10260187775,1959.4411366103836,2230.1925775778673,2500.7793247300256,2001.369834646222,15.010273759846665,876.2730137970923,0.0,100.0684917323111
132,4211.236349877058,11578.930225249369,7047.887445169071,4847.5066898933865,1959.4411366103836,2035.274989529976,2733.084857666726,2001.369834646222,15.010273759846665,734.0525812276277,0.0,100.0684917323111
133,8805.002426401785,11149.714839573975,5966.368954768686,4434.8902566032175,1959.4411366103836,2717.9915155422805,2948.1754889650006,2001.369834646222,15.010273759846665,642.2891993196354,0.0,100.0684917323111
134,23614.384892387352,15448.543802918048,5966.368954768698,4119.842442589228,2024.8127576089007,2268.570133773825,3065.07777286266,2001.369834646222,15.010273759846665,624.5058246049244,0.0,100.0684917323111
135,15838.949468685898,18248.011381828055,5966.368954768722,3919.5896850351555,1959.4411366103836,2051.433960559853,3078.9568010075122,2001.369834646222,15.010273759846665,585.0075159917561,0.0,100.0684917323111
136,27256.473479028286,18407.2361976569,5966.368954768687,3744.355889176591,1959.4411366103836,2187.77527862444,3069.5125926839683,2001.369834646222,15.010273759846665,594.6732957215811,0.0,100.0684917323111
137,32514.473727516986,17637.777914103346,5966.36895476871,3614.435159859217,1959.4411366103836,2592.759490060732,3174.108910398584,2001.369834646222,15.010273759846665,588.0083618013471,0.0,100.0684917323111
138,26078.63681249976,17600.482935847096,5966.368954768734,3547.3899082757084,1959.4411366103836,2066.5829959003627,3004.3481135278685,2001.369834646222,15.010273759846665,592.2247576432483,0.0,100.0684917323111
